,err,hypothesis_test,kurtosis_client,kurtosis_server,max_client,max_server,mean_client,mean_server,metric,min_client,min_server,nobs_client,nobs_server,p_value,skewness_client,skewness_server,statistic,variance_client,variance_server
171,skewtest is not valid with less than 8 samples; 2 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatRethrows,,,,,,,,,,
172,skewtest is not valid with less than 8 samples; 3 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersReturns,,,,,,,,,,
173,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersReturnsLiteral,,,,,,,,,,
174,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersReturnsErrorObject,,,,,,,,,,
175,skewtest is not valid with less than 8 samples; 3 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatReturns,,,,,,,,,,
176,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatReturnsLiteral,,,,,,,,,,
177,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatReturnsLiteralOnly,,,,,,,,,,
178,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatReturnsUndefined,,,,,,,,,,
179,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatReturnsNull,,,,,,,,,,
180,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatReturnsErrorObject,,,,,,,,,,
181,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatRereturns,,,,,,,,,,
182,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersContinues,,,,,,,,,,
183,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatContinues,,,,,,,,,,
184,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersBreaks,,,,,,,,,,
185,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersThatBreaks,,,,,,,,,,
186,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfHandlersBreaksOnly,,,,,,,,,,
187,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,asyncAwaitNumberOfBreaksOnCatchesUniqueStatement,,,,,,,,,,
188,skewtest is not valid with less than 8 samples; 3 samples were given.,,,,,,,,asyncAwaitNumberOfFinallies,,,,,,,,,,
189,skewtest is not valid with less than 8 samples; 3 samples were given.,,,,,,,,asyncAwaitNumberOfFinalliesLines,,,,,,,,,,
190,,ttest_ind,,,,,,,eventsNumberOfEventMethodsOn,,,,,0.1066431345059875,,,-1.6158106932587,,
191,skewtest is not valid with less than 8 samples; 5 samples were given.,,,,,,,,eventsNumberOfEventMethodsOnce,,,,,,,,,,
192,,ttest_ind,5.752350249159342,24.339643819451,0.0089040507887057,0.006198823244566184,0.0011912795223311227,0.0005434488704229404,eventsNumberOfEventMethodsEmit,0.00016800095827746602,0.00018231833072253483,33.0,208.0,0.0014061442794042617,2.7247093391401367,4.316944718483445,3.231194131364795,5.289173793268002e-06,5.042075388973081e-07
193,,ttest_ind,,,,,,,eventsNumberOfEventOnLines,,,,,0.1297208458711471,,,1.517370481972524,,
194,,ttest_ind,,,,,,,eventsNumberOfEventOnEmptyFunctions,,,,,0.19013118945204643,,,-1.325993379089186,,
195,,ttest_ind,10.153689452240826,21.81132411905629,0.0025200143741619906,0.0014585466457802787,0.00039200223598075405,0.00024388036447300104,eventsNumberOfEventOnNoUsageOfErrorArgument,0.00016800095827746602,0.00018231833072253483,18.0,77.0,0.05889180196068701,3.3334656873768225,4.447153400422059,1.9124821097580764,3.121277960378598e-07,3.7272848177361126e-08
196,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfEventOnWithUniqueConsole,,,,,,,,,,
197,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfEventOnWithUniqueStatement,,,,,,,,,,
198,skewtest is not valid with less than 8 samples; 5 samples were given.,,,,,,,,eventsNumberOfEventOnceLines,,,,,,,,,,
199,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfEventOnceEmptyFunctions,,,,,,,,,,
200,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,eventsNumberOfEventOnceNoUsageOfErrorArgument,,,,,,,,,,
201,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfEventOnceWithUniqueConsole,,,,,,,,,,
202,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfEventOnceWithUniqueStatement,,,,,,,,,,
203,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,eventsNumberOfEventEmitLines,,,,,,,,,,
204,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfCatchesAlertOnly,,,,,,,,,,
205,,ttest_ind,,,,,,,eventsNumberOfErrorReassigning,,,,,0.45180459050640154,,,-0.7716491644080369,,
206,,ttest_ind,,,,,,,eventsNumberOfHandlersThrows,,,,,0.1575084372808688,,,1.4273970922985495,,
207,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThrowsLiteral,,,,,,,,,,
208,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,eventsNumberOfHandlersThrowsErrorObject,,,,,,,,,,
209,,ttest_ind,,,,,,,eventsNumberOfHandlersThatThrows,,,,,0.6813800616385819,,,0.4121426010463767,,
210,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatThrowsLiteral,,,,,,,,,,
211,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatThrowsLiteralOnly,,,,,,,,,,
212,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatThrowsUndefined,,,,,,,,,,
213,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatThrowsUndefinedOnly,,,,,,,,,,
214,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatThrowsNull,,,,,,,,,,
215,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatThrowsNullOnly,,,,,,,,,,
216,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,eventsNumberOfHandlersThatThrowsErrorObject,,,,,,,,,,
217,,ttest_ind,,,,,,,eventsNumberOfHandlersRethrows,,,,,0.10470064945296775,,,1.6447741048740434,,
218,,ttest_ind,,,,,,,eventsNumberOfHandlersThatRethrows,,,,,0.5070472686318044,,,0.6670244651635182,,
219,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfThrowPrimitiveTypesOnCatches,,,,,,,,,,
220,,ttest_ind,11.06666666666667,7.146471307761486,0.00033600191655493205,0.0016408649765028134,0.00017850101816980764,0.0003329291256672375,eventsNumberOfHandlersReturns,0.00016800095827746602,0.00018231833072253483,16.0,69.0,0.03519717608017675,3.614784456460257,2.6264385285995955,-2.1411194772598514,1.7640201238841802e-09,8.207978164756905e-08
221,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersReturnsLiteral,,,,,,,,,,
222,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersReturnsErrorObject,,,,,,,,,,
223,,ttest_ind,11.06666666666667,11.490000076116708,0.00033600191655493205,0.0016408649765028134,0.00017850101816980764,0.00029329470594494734,eventsNumberOfHandlersThatReturns,0.00016800095827746602,0.00018231833072253483,16.0,69.0,0.0899978967478385,3.614784456460257,3.3147789951551916,-1.7154276089896399,1.7640201238841802e-09,7.060306437939525e-08
224,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatReturnsLiteral,,,,,,,,,,
225,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatReturnsUndefined,,,,,,,,,,
226,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatReturnsNull,,,,,,,,,,
227,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatReturnsErrorObject,,,,,,,,,,
228,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatRereturns,,,,,,,,,,
229,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersContinues,,,,,,,,,,
230,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersThatContinues,,,,,,,,,,
231,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,eventsNumberOfHandlersBreaks,,,,,,,,,,
232,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,eventsNumberOfHandlersThatBreaks,,,,,,,,,,
233,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfHandlersBreaksOnly,,,,,,,,,,
234,,ttest_ind,,,,,,,eventsNumberOfEventUncaughtException,,,,,0.5600364872738685,,,0.5846162072158761,,
235,skewtest is not valid with less than 8 samples; 6 samples were given.,,,,,,,,eventsNumberOfEventUncaughtExceptionLines,,,,,,,,,,
236,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfUncaughtExceptionEmpty,,,,,,,,,,
237,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfUncaughtExceptionNoUsageOfErrorArgument,,,,,,,,,,
238,skewtest is not valid with less than 8 samples; 2 samples were given.,,,,,,,,eventsNumberOfUncaughtExceptionWithUniqueStatement,,,,,,,,,,
239,skewtest is not valid with less than 8 samples; 1 samples were given.,,,,,,,,eventsNumberOfUncaughtExceptionWithUniqueConsole,,,,,,,,,,
240,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,eventsNumberOfUncaughtExceptionReturns,,,,,,,,,,
241,skewtest is not valid with less than 8 samples; 3 samples were given.,,,,,,,,eventsNumberOfUncaughtExceptionThrows,,,,,,,,,,
242,,mannwhitneyu,-3.0,8.083333333333343,0.00016800095827746602,0.0009115916536126742,0.00016800095827746602,0.0002384162786371609,eventsNumberOfEventUnhandledRejection,0.00016800095827746602,0.00018231833072253483,10.0,13.0,2.846632809558524e-06,0.0,3.175426480542942,0.0,0.0,4.091073688301733e-08
243,,ttest_ind,81.9281925450743,178.72066195503413,0.05577631814811872,0.053054634240257637,0.0014116037338289147,0.0009203673872169498,eventsTotalOfStringEvents,0.00016800095827746602,0.00018231833072253483,1019.0,3698.0,5.823348099277517e-07,8.35407830143066,11.008615073303417,5.003874385103065,1.8553444766545137e-05,4.710342827873627e-06
244,,ttest_ind,51.12462341112173,26.016062988339502,0.0168000958277466,0.00528723159095351,0.0008032698879738901,0.00044531411092856065,eventsTotalOfEventsExceptStringType,0.00016800095827746602,0.00018231833072253483,343.0,287.0,0.0003002268551004152,6.324005003406588,4.399567101957513,3.635453512349061,2.5153153111765865e-06,3.1854603598699584e-07
245,,ttest_ind,,,,,,,callbacksNumberOfCallbackErrorFunctions,,,,,0.20117371091246566,,,1.2783238971515511,,
246,,ttest_ind,,,,,,,callbacksNumberOfFirstErrorArgFunctions,,,,,0.216514110664661,,,1.2359643816814514,,
247,,ttest_ind,19.80251136116454,58.9228985570683,0.0089040507887057,0.0041933216066183015,0.0006638086644134022,0.00028314589240999725,callbacksNumberOfEmptyCallbacks,0.00016800095827746602,0.00018231833072253483,41.0,264.0,0.0004805170622217814,4.331025925605569,6.552622090145289,3.5297596114285144,2.3044470500325804e-06,1.2503002212156535e-07
248,,ttest_ind,,,,,,,callbacksNumberOfFunctionsNoUsageOfErrorArgument,,,,,0.8383360472084148,,,-0.20405828232230186,,
249,,ttest_ind,,,,,,,callbacksNumberOfFunctionsWithUniqueConsole,,,,,0.7911119625993632,,,0.26520625998382985,,
250,,ttest_ind,,,,,,,callbacksNumberOfFunctionsWithUniqueStatement,,,,,0.2931326835542738,,,1.0514110775813452,,
251,,ttest_ind,,,,,,,callbacksNumberOfFunctionsWithUniqueErrorArg,,,,,0.10475417032817677,,,1.6225162590808928,,
252,,ttest_ind,12.089427397779975,90.2664734322561,0.006384036414543709,0.0016408649765028134,0.000672003833109864,0.00021145596348641022,callbacksNumberOfEmptyFunctionsWithUniqueErrorArg,0.00016800095827746602,0.00018231833072253483,27.0,219.0,5.979531160446497e-07,3.485036930188013,8.390511749257842,5.127557934197615,1.6978015223106818e-06,1.4547275163429125e-08
253,,ttest_ind,,,,,,,callbacksNumberOfFunctionsNoUsageOfErrorArgumentWithUniqueErrorArg,,,,,0.11064309463782623,,,1.598521781712847,,
254,,ttest_ind,,,,,,,callbacksNumberOfFunctionsWithUniqueErrorArgWithUniqueConsole,,,,,0.9309942933673939,,,-0.08683669667975862,,
255,,ttest_ind,,,,,,,callbacksNumberOfFunctionsWithUniqueErrorArgWithUniqueStatement,,,,,0.20173840939912452,,,1.2770704728012081,,
256,,ttest_ind,1005.1228167269976,182.25050808776044,5.953281957520286,0.5128614643224905,0.012325742285468443,0.005663937469878708,callbacksNumberOfLinesOfFunctionsWithUniqueErrorArg,0.00016800095827746602,0.00018231833072253483,1945.0,2991.0,0.02697629341105884,29.760041564407107,11.974209788514681,2.212521228983181,0.02622279314189996,0.0005826435874670192
257,skewtest is not valid with less than 8 samples; 2 samples were given.,,,,,,,,callbacksNumberOfHandlersAlertOnly,,,,,,,,,,
258,,ttest_ind,,,,,,,callbacksNumberOfErrorReassigning,,,,,0.3045735452169442,,,1.027327057914248,,
259,,ttest_ind,,,,,,,callbacksNumberOfHandlersThrows,,,,,0.1687048847990871,,,1.3771088325309047,,
260,skewtest is not valid with less than 8 samples; 6 samples were given.,,,,,,,,callbacksNumberOfHandlersThrowsLiteral,,,,,,,,,,
261,,ttest_ind,,,,,,,callbacksNumberOfHandlersThrowsErrorObject,,,,,0.24396356292845814,,,1.1677244143305987,,
262,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatThrows,,,,,0.28010100649340597,,,1.0805221775991862,,
263,skewtest is not valid with less than 8 samples; 6 samples were given.,,,,,,,,callbacksNumberOfHandlersThatThrowsLiteral,,,,,,,,,,
264,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,callbacksNumberOfHandlersThatThrowsLiteralOnly,,,,,,,,,,
265,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,callbacksNumberOfHandlersThatThrowsUndefined,,,,,,,,,,
266,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,callbacksNumberOfHandlersThatThrowsUndefinedOnly,,,,,,,,,,
267,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,callbacksNumberOfHandlersThatThrowsNull,,,,,,,,,,
268,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,callbacksNumberOfHandlersThatThrowsNullOnly,,,,,,,,,,
269,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatThrowsErrorObject,,,,,0.3893082213544313,,,0.8622835281275794,,
270,,ttest_ind,,,,,,,callbacksNumberOfHandlersRethrows,,,,,0.35180696090908203,,,-0.9315710603607967,,
271,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatRethrows,,,,,0.7081046700915041,,,-0.3745208666764727,,
272,,ttest_ind,1515.5214946381825,755.9618602758479,3.5167640596221963,0.29900206238495713,0.00521951785243096,0.0017882269342284155,callbacksNumberOfHandlersReturns,0.00016800095827746602,0.00018231833072253483,1594.0,2274.0,0.0685015032625405,38.54596527679924,25.58150965443091,1.8222023879652494,0.00793114506293176,9.323607023333216e-05
273,,ttest_ind,89.45091312817712,16.059100292946773,0.03645620794621013,0.006198823244566184,0.0010819261713068812,0.0006797417532718784,callbacksNumberOfHandlersReturnsLiteral,0.00016800095827746602,0.00018231833072253483,325.0,173.0,0.06421484244802872,8.337411932875359,3.621316362460491,1.8548221203229778,7.670576252350986e-06,8.580998188868671e-07
274,,ttest_ind,,,,,,,callbacksNumberOfHandlersReturnsErrorObject,,,,,0.6858717833247211,,,0.4057048477039703,,
275,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatReturns,,,,,0.13842785327034476,,,1.4819772383449434,,
276,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatReturnsLiteral,,,,,0.3632003846650079,,,0.910121707514788,,
277,skewtest is not valid with less than 8 samples; 6 samples were given.,,,,,,,,callbacksNumberOfHandlersThatReturnsUndefined,,,,,,,,,,
278,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatReturnsNull,,,,,0.541336124962049,,,0.6124886051493075,,
279,,mannwhitneyu,44.02083333333335,-3.0,0.0005040028748323981,0.00018231833072253483,0.00017485814024797484,0.00018231833072253483,callbacksNumberOfHandlersThatReturnsErrorObject,0.00016800095827746602,0.00018231833072253483,49.0,48.0,4.558765078018008e-21,6.783865662978105,0.0,48.0,2.3040262842568877e-09,0.0
280,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatRereturns,,,,,0.4015235685000398,,,0.8411145824041277,,
281,,ttest_ind,,,,,,,callbacksNumberOfHandlersContinues,,,,,0.20074138830007,,,1.286118941995624,,
282,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatContinues,,,,,0.8573831317787686,,,0.18007190201228607,,
283,,ttest_ind,,,,,,,callbacksNumberOfHandlersBreaks,,,,,0.13289634838312767,,,-1.5061392330598842,,
284,,ttest_ind,,,,,,,callbacksNumberOfHandlersThatBreaks,,,,,0.32124038455807946,,,-0.9932618127675643,,
285,skewtest is not valid with less than 8 samples; 0 samples were given.,,,,,,,,callbacksNumberOfHandlersBreaksOnly,,,,,,,,,,
286,,ttest_ind,927.06817267285,1134.0015123692592,13.982887758391774,5.760165340847766,0.035760127162109565,0.013526580063507643,callbacksNumberOfLines,0.00016800095827746602,0.00018231833072253483,2812.0,4659.0,0.00018289856516282924,27.228298833143757,32.40581335304576,3.7434158209201276,0.12707302333886084,0.02250555173703861
